,store,sido,gungu,store_address
702,무전북신점,경상남도,통영시,경상남도 통영시  여황로 399-4
703,무안읍점,전라남도,무안군,"전라남도 무안군 무안읍 불무로20,1층"
704,무안남악점,전라남도,무안군,전라남도 무안군 삼향읍 남악영산길39 102호
705,무실점,강원도,원주시,강원도 원주시  만대로 150
706,목포이로점,전라남도,목포시,"전라남도 목포시  삼학로 331, 금호상가102호"
707,목포용해점,전라남도,목포시,전라남도 목포시  포미로10번길 8
708,목포연산북항점,전라남도,목포시,전라남도 목포시 산정동 1766-9
709,목포삼학점,전라남도,목포시,전라남도 목포시  둥근섬로 48-1
710,목천읍점,충청남도,천안시,충청남도 천안시 동남구 목천읍 신계리 422번지 동우상가 120호
711,목감점,경기도,시흥시,"경기도 시흥시  목감우회로 39, 118호"
712,목4동점,서울특별시,양천구,서울특별시 양천구  목동중앙서로 7길 16
713,모슬포점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모중앙로32번길 17
714,명지국제신도시점,부산광역시,강서구,부산광역시 강서구 명지동 3412-2 정우빌딩 2차 1층 114호
715,명일점,서울특별시,강동구,서울특별시 강동구 명일동 342-1번지 105호
716,면목점,서울특별시,중랑구,서울특별시 중랑구 면목동 657-54
717,면목본동점,서울특별시,중랑구,서울특별시 중랑구 면목본동 412-1
718,매탄3동점,경기도,수원시,경기도 수원시 영통구  인계로270번길 11-3
719,매탄1동점,경기도,수원시,경기도 수원시 영통구  매여울로 49
720,매곡오치점,광주광역시,북구,광주광역시 북구  매곡로 76
721,망포점,경기도,수원시,"경기도 수원시 영통구 영통로127, 102호"
722,망원1동점,서울특별시,마포구,서울특별시 마포구  망원로 6길 19
723,망우본동점,서울특별시,중랑구,"서울특별시 중랑구  용마산로 118길 63, 1층"
724,만수2호점,인천광역시,남동구,인천광역시 남동구  만수서로21번길 4
725,만수1호점,인천광역시,남동구,"인천광역시 남동구  장승로 14, 창대아트빌"
726,마포공덕점,서울특별시,마포구,"서울특별시 마포구  만리재로 74, 삼성래미안 재상가2동 113호"
727,마석점,경기도,남양주시,경기도 남양주시 화도읍 마석우리 357-7
728,마산회원점,경상남도,창원시마산회원구,경상남도 창원시마산회원구  북성로 156
729,마산점,경기도,김포시,"경기도 김포시  김포한강8로162번길 10, 1층 102호"
730,마산월영점,경상남도,창원시,경상남도 창원시 마산합포 월영동 610-1
731,마산양덕점,경상남도,창원시,경상남도 창원시 마산회원구  양덕로 140
732,마산삼계점,경상남도,창원시,경상남도  창원시 마산회원 내서읍 삼계로 56
733,마산산호점,경상남도,창원시,경상남도 창원시    마산합포구 산호동 25-1 1층 104호
734,마산내서점,경상남도,창원시,경상남도 창원시 마산회원 내서읍 중리 337-1번지
735,마산구암점,경상남도,창원시,경상남도 창원시 마산회원  구암북1길 124
736,마곡나루역점,서울특별시,강서구,서울특별시 강서구 마곡동 758-2 마곡일성트루엘 상가 1층 112호
737,마곡1호점,서울특별시,강서구,"서울특별시 강서구  공항대로 140, 1205동 102-2호(마곡동, 마곡"
738,등촌2동점,서울특별시,강서구,서울특별시 강서구  등촌로53길 13
739,둔촌2동점,서울특별시,강동구,서울특별시 강동구  천호대로 198길 12 (둔촌동)
740,둔내점,강원도,횡성군,강원도 횡성군 둔내면 고원로 433
741,동해천곡점,강원도,동해시,강원도 동해시 천곡동 1052-22 102호
742,동해북삼점,강원도,동해시,강원도 동해시 동회동  66-4 동보상가 나동 4호
743,동판교점,경기도,성남시,경기도 성남시 분당구 삼평동 726 가상가동 103호
744,동탄영천점,경기도,화성시,경기도 화성시  지산2길 26
745,동탄역점,경기도,화성시,"경기도 화성시  동탄광역환승로 63, 106동 115호(오산동, 동탄역 반도유보라아이비파크7.0아파트)"
746,동탄목동점,경기도,화성시,"경기도 화성시  왕배산1길15,1층 전부호(목동)"
747,동탄3동점,경기도,화성시,경기도 화성시 능동 1083 동탄능동마을 주공 아파트 가 상가동 101호
748,동탄1동점,경기도,화성시,경기도 화성시 반송동 24-3
749,동춘점,인천광역시,연수구,인천광역시 연수구  먼우금로83번길 12
750,동암점,인천광역시,부평구,인천광역시 부평구 십정동 487-2번지
751,동송점,강원도,철원군,"강원도 철원군 동송읍 금학로 205, 1층"
752,동서오동점,경상남도,창원시,경상남도 창원시 마산합포  3.15대로 388
753,동산반월점,전라북도,전주시,전라북도 전주시 덕진구  쪽구름로 19 상가 1동 101호
754,동백점,경기도,용인시,"경기도 용인시 기흥구  동백3로 11번길 33, 106호"
755,동광오거리점,강원도,춘천시,"강원도 춘천시 후평동 삭주로 206-1, 1층(후평동)"
756,독산3동점,서울특별시,금천구,서울특별시 금천구  문성로 4
757,독산1동점,서울특별시,금천구,"서울특별시 금천구  벚꽃로 40, 114동 128호"
758,독립문점,서울특별시,서대문구,서울특별시 서대문구  독립문로 16
759,도화점,서울특별시,마포구,서울특별시 마포구 도화동 200-17번지 102호
760,도안2호점,대전광역시,서구,"대전광역시 서구  원도안로 100, 101호"
761,도안1호점,대전광역시,유성구,대전광역시 유성구  유성대로 654번길 152-1
762,도림점,서울특별시,영등포구,서울특별시 영등포구 도림동 144-73번지
763,도농점,경기도,남양주시,경기도 남양주시  도농로중촌2길 26-21
764,도곡2동점,서울특별시,강남구,서울특별시 강남구 논현로30길 36
765,"덕풍1,2동점",경기도,하남시,경기도 하남시 덕풍동 342-32
766,덕진금암점,전라북도,전주시덕진구,전라북도 전주시덕진구  조경단로 59
767,대화점,경기도,고양시,경기도 고양시 일산서구  강성로214번길 16-10
768,대치2동점,서울특별시,강남구,서울특별시 강남구 대치2동 990-3
769,"대치1,4동점",서울특별시,강남구,"서울특별시 강남구  삼성로 229, 104호"
770,대천해수욕장점,충청남도,보령시,"충청남도 보령시  해수욕장6길 124, 102호"
771,대조점,서울특별시,은평구,서울특별시 은평구  역말로 145
772,대전태평점,대전광역시,중구,대전광역시 중구 태평동 330-20번지
773,대전탄방점,대전광역시,서구,대전광역시 서구 탄방동 848
774,대전전민점,대전광역시,유성구,"대전광역시 유성구 전민로38번길 50, 1층"
775,대전월평1호점,대전광역시,서구,대전광역시 서구 월평동 670
776,대전우송대점,대전광역시,동구,대전광역시 동구  계족로251-1 (소제동)
777,대전송강테크노점,대전광역시,유성구,"대전광역시 유성구  관평1로 15, 106호"
778,대전법동점,대전광역시,대덕구,대전광역시 대덕구  계족산로17번길 110
779,대전반석점,대전광역시,유성구,대전광역시 유성구 반석동 624-2
780,대전문화점,대전광역시,중구,대전광역시 중구 문화2동 418-1 계룡APT상가 103호
781,대전만년점,대전광역시,서구,대전광역시 서구  만년남로 3번길 8-12
782,대전둔산1호점,대전광역시,서구,대전광역시 서구  문정로 170번길 157
783,대전도마점,대전광역시,서구,대전광역시 서구  도솔4길 37
784,대전노은점,대전광역시,유성구,대전광역시 유성구 지족동 909-17번지
785,대전궁동점,대전광역시,유성구,대전광역시 유성구 궁동 432-1번지
786,대전관저점,대전광역시,서구,대전광역시 서구  관저동로 73번길 29-26
787,대전갈마2동점,대전광역시,서구,"대전광역시 서구  대덕대로 115, 1층"
788,대전가장점,대전광역시,서구,대전광역시 서구 괴정동 116-6
789,대전가오점,대전광역시,동구,대전광역시 동구 가오동 461번지
790,대연2호점,부산광역시,남구,부산광역시 남구  용소로 42
791,대성죽교점,전라남도,목포시,전라남도 목포시  양을로 1-2
792,대부도점,경기도,안산시,경기도 안산시 단원구 대부북동 뻐꾹산길 126-11
793,대명1호점,대구광역시,남구,대구광역시 남구  대명로 20길 22-2
794,대림1동점,서울특별시,영등포구,서울특별시 영등포구  대림동 902-7
795,대구황금점,대구광역시,수성구,대구광역시 수성구 황금동 228-1번지 외 1필지
796,대구화원점,대구광역시,달성군,대구광역시 달성군 화원읍  천내리 118번지 창신맨션 상가 1동 2호
797,대구평리1호점,대구광역시,서구,대구광역시 서구  평리로 377
798,대구파동점,대구광역시,수성구,대구광역시 수성구  파동로 174
799,대구태전점,대구광역시,북구,대구광역시 북구 태전동 칠곡중앙대로 53길 10
800,대구침산점,대구광역시,북구,대구광역시 북구  침산남로 19길 6
801,대구진천점,대구광역시,달서구,대구광역시 달서구 진천동 728-1번지
802,대구지산점,대구광역시,수성구,대구광역시 수성구 지산동 1272-2번지 에덴상가 5호
803,대구이곡점,대구광역시,달서구,대구광역시 달서구  선원남로 74 1층
804,대구율하점,대구광역시,동구,대구광역시 동구  율하동로 25길 2 (신기동)
805,대구용산점,대구광역시,달서구,대구광역시 달서구 용산동 용산로 186-7  1층
806,대구신천점,대구광역시,동구,대구광역시 동구 신천3동 183-1번지
807,대구신매점,대구광역시,수성구,대구광역시 수성구  고산로4안길 33-14
808,대구수성점,대구광역시,수성구,대구광역시 수성구 수성로271
809,대구상인1호점,대구광역시,달서구,대구광역시 달서구  상인로100-1
810,대구산격점,대구광역시,북구,"대구광역시 북구  동북로131,상가 106동 101호(양우내안애 아파트)"
811,대구봉덕점,대구광역시,남구,대구광역시 남구  중앙대로22길 155
812,대구복현점,대구광역시,북구,대구광역시 북구 복현동 249-8
813,대구범어4만촌3점,대구광역시,수성구,대구광역시 수성구  범어로18길 56
814,대구방촌점,대구광역시,동구,"대구광역시 동구  방촌로 125, 101동111호 굽네치킨 (방촌동)"
815,대구반야월점,대구광역시,동구,"대구광역시 동구  반야월로370, 306동 103호"
816,대구메트로점,대구광역시,수성구,대구광역시 수성구 만촌동 962-15
817,대구매호점,대구광역시,수성구,대구광역시 수성구  매호동 1323-9 번지
818,대구동천점,대구광역시,북구,대구광역시 북구  팔거천동로 34길 3-17
819,대구대현점,대구광역시,북구,대구광역시 북구  대현로 106
820,대구대봉점,대구광역시,중구,"대구광역시 중구  대봉로 268, 1층"
821,대구대곡점,대구광역시,달서구,대구광역시 달서구  도원남로 38
822,대구다사점,대구광역시,달성군,대구광역시 달성군 다사읍 대실역북로3길 9
823,대구노원점,대구광역시,북구,대구광역시 북구  팔달로 153
824,대구남산대신점,대구광역시,중구,대구광역시 중구  남산로 17길 145
825,대구구암점,대구광역시,북구,대구광역시 북구  구암로 43길 13
826,대구관음점,대구광역시,북구,대구광역시 북구 관음동 600-2번지
827,대광점,경기도,연천군,경기도 연천군 신서면 도신리 290-20
828,대관령점,강원도,평창군,강원도 평창군 대관령면 눈마을길 49
829,당하점,인천광역시,서구,"인천광역시 서구 마전동 1054-6, 103호"
830,당진신평점,충청남도,당진시,충청남도 당진시  거산3거리길 70
831,당진송악점,충청남도,당진시,충청남도 당진시 송악읍 가학리 632-8 대림e-편한세상 상가 206호
832,당산2동점,서울특별시,영등포구,서울특별시 영등포구  국회대로 29길 16
833,답십리1동점,서울특별시,동대문구,"서울특별시 동대문구  전농로 57, 1층"
834,담양점,전라남도,담양군,전라남도 담양군 담양읍 천변1길 11
835,단계점,강원도,원주시,강원도 원주시  금불1길 24-7
836,다대2동점,부산광역시,사하구,부산광역시 사하구  다대로429번길 20
837,능곡점,경기도,고양시,경기도 고양시 덕양구  지도로 35번길 12-22
838,농소2호점,울산광역시,북구,울산광역시 북구  천곡길 191
839,논현고잔1호점,인천광역시,남동구,인천광역시 남동구  논고개로 136번길 12
840,논현1동점,서울특별시,강남구,서울특별시 강남구  학동로6길 3
841,녹번점,서울특별시,은평구,"서울특별시 은평구  녹번로 9, 1층"
842,내포신도시1호점,충청남도,홍성군,"충청남도 홍성군 홍북면 상하천로 31, 117호"
843,내수점,충청북도,청주시,"충청북도 청주시 청원구 내수읍 청암로 37,104호"
844,내손2동점,경기도,의왕시,경기도 의왕시  흥안대로434번길 69
845,내방농성점,광주광역시,서구,광주광역시 서구  월산로 257
846,내덕우암점,충청북도,청주시,충청북도 청주시 청원구  중앙로 191-2
847,내당중리점,대구광역시,서구,대구광역시 서구  평리로50길 27
848,남지읍점,경상남도,창녕군,경상남도 창녕군 남지읍 663-26
849,남원2호점,전라북도,남원시,전라북도 남원시  충정로 320
850,남양주창현점,경기도,남양주시,경기도 남양주시  경춘로창벌1길 19
851,남양주진접점,경기도,남양주시,경기도 남양주시 진접읍 장현로 131
852,남양주월산점,경기도,남양주시,"경기도 남양주시 화도읍 경춘로2290번길 3,상가1동102호"
853,남양주와부1호점,경기도,남양주시,경기도 남양주시 와부읍 수레로 58
854,남양주오남점,경기도,남양주시,경기도 남양주시 오남읍 130번지 102호
855,남양주사능점,경기도,남양주시,경기도 남양주시 진건읍 진건오남로 105번길 15
856,남양가음점,경상남도,창원시,"경상남도 창원시 성산구  원이대로 863번길 7, 105호"
857,남가좌1호점,서울특별시,서대문구,서울특별시 서대문구  가재울로 4길 57-2
858,나주혁신도시점,전라남도,나주시,전라남도 나주시  석전1길 15 (빛가람동)
859,나운2호점,전북,군산시,"전북 군산시  부곡1길 39, 상가동 1층 108호"
860,김해활천점,경상남도,김해시,경상남도 김해시 어방동 319-11
861,김해진영점,경상남도,김해시,경상남도 김해시 진영읍 장등로 30
862,김해장유점,경상남도,김해시,경상남도 김해시 삼문로59번길 6
863,김해율하점,경상남도,김해시,경상남도 김해시 율하동 1403번지 부상가 101호
864,김해외동점,경상남도,김해시,경상남도 김해시 외동  1242-2 1층
865,김해삼방점,경상남도,김해시,경상남도 김해시  삼안로 169
866,김해삼계점,경상남도,김해시,경상남도 김해시  삼계로1번길 4-4
867,김해부원점,경상남도,김해시,경상남도 김해시  김해대로2371번길 8-25
868,김해동장유점,경상남도,김해시,경상남도 김해시  월산로111-43
869,김해내동점,경상남도,김해시,경상남도 김해시 외동 1121-1 동신빌딩 112호
870,김해구산대성점,경상남도,김해시,경상남도 김해시 구산동 555번지 106호
871,김포풍무점,경기도,김포시,경기도 김포시 풍무동 425번지 102호
872,김포장기점,경기도,김포시,경기도 김포시 장기동 1636번지 고창마을 제일풍경채상가동 102호
873,김천혁신점,경상북도,김천시,경상북도 김천시  율곡동 416 중흥에스클래스파라디움상가 2동 108호
874,김천1호점,경상북도,김천시,경상북도 김천시  신음새동네2길 31
875,김제점,전라북도,김제시,전라북도 김제시  요촌중길45 (요촌동 585-3)
876,길음1동점,서울특별시,성북구,"서울특별시 성북구  길음로 74, 2-107"
877,길동점,서울특별시,강동구,서울특별시 강동구 길동 142-2
878,금호1가응봉점,서울특별시,성동구,서울특별시 성동구 금호동1가 1801-2 1층
879,금촌점,경기도,파주시,경기도 파주시  새꽃로 96번지
880,금촌3동점,경기도,파주시,"경기도 파주시 아동동 경의로 1833, 1층일부"
881,금왕점,충청북도,음성군,"충청북도 음성군 금왕읍 탑골길12, 1동 103호"
882,금산읍점,충청남도,금산군,충청남도 금산군 금산읍 비단로 329
883,금당왕지점,전라남도,순천시,전라남도 순천시  조례못등길 13
884,금광2동점,경기도,성남시,경기도 성남시 중원구  금빛로 61번길 11
885,귀인평안점,경기도,안양시,"경기도 안양시 동안구 평촌동 915-5번지, 1층"
886,권선2동점,경기도,수원시,경기도 수원시 권선구 권선동 1259-8번지
887,군포당동점,경기도,군포시,"경기도 군포시  고산로264번길13,103호"
888,군포광정점,경기도,군포시,경기도 군포시  산본로432번길 4
889,군자점,서울특별시,광진구,서울특별시 광진구  군자로 168
890,군산조촌점,전라북도,군산시,전라북도 군산시  부골2길 53
891,군산수송점,전라북도,군산시,전라북도 군산시  축동로 7
892,군산나운점,전라북도,군산시,전라북도 군산시  대학로 316 1층
893,구의1동점,서울특별시,광진구,"서울특별시 광진구  자양로 173, 간씨빌딩"
894,구월점,인천광역시,남동구,인천광역시 남동구  독점로3번길 30-6
895,구영천상점,울산광역시,울주군,울산광역시 울주군 범서읍 구영리 802-22번지
896,구미형곡점,경상북도,구미시,경상북도 구미시  형곡동로 70
897,구미인동점,경상북도,구미시,경상북도 구미시  인동16길 24-4
898,구미송정원평점,경상북도,구미시,경상북도 구미시 신시로14길 50
899,구미상모사곡점,경상북도,구미시,"경상북도 구미시 상사동로 106,1층"
900,구미봉곡점,경상북도,구미시,"경상북도 구미시 봉곡동 봉곡남로9길 7, 1층 101호"
901,구미문성점,경상북도,구미시,"경상북도 구미시 고아읍 들성로 7길 19, 1층"
902,구미도량점,경상북도,구미시,경상북도 구미시 야은로 413
903,구리교문점,경기도,구리시,경기도 구리시 교문동 757-1번지
904,구룡포점,경상북도,포항시,경상북도 포항시 남구 구룡포읍 호미로 253-2
905,구로5동점,서울특별시,구로구,서울특별시 구로구 구로중앙로28길 31
906,구로3동점,서울특별시,구로구,"서울특별시 구로구  디지털로27길 16, 106호"
907,구래1호점,경기도,김포시,경기도   김포시   김포한강9로12번길 97-14 101호
908,괴안범박점,경기도,부천시,경기도 부천시 소사구 괴안동 242-10번지
909,광탄점,경기도,파주시,경기도 파주시 광탄면 혜음로 1122
910,광주효천점,광주광역시,남구,"광주광역시 남구  효우2로26번길 18,1층 108호"
911,광주화정점,광주광역시,서구,광주광역시 서구  월드컵4강로 28번길 35
912,광주학동점,광주광역시,동구,광주광역시 동구  의재로 54
913,광주하남점,광주광역시,광산구,광주광역시 광산구  목련로 142
914,광주하나로클럽점, ,,
915,광주풍암점,광주광역시,서구,"광주광역시 서구  풍암순환로 183, 208호"
916,광주첨단점,광주광역시,광산구,광주광역시 광산구  월계로 92-1
917,광주진월점,광주광역시,남구,광주광역시 남구  서문대로 633번길 17
918,광주중흥점,광주광역시,북구,광주광역시 북구  우치로 27번길 26
919,광주주월점,광주광역시,남구,광주광역시 남구  회서로 11번길 13
920,광주일곡점,광주광역시,북구,광주광역시 북구  일곡택지로 55
921,광주운암점,광주광역시,북구,광주광역시 북구 운암동 885-56번지
922,광주운남점,광주광역시,광산구,광주광역시 광산구  임방울대로 142-14
923,광주용봉점,광주광역시,북구,"광주광역시 북구 서암대로 74-1, 103호"
924,광주오포점,경기도,광주시,경기도 광주시 오포읍 양벌리 562-8번지
925,광주양산점,광주광역시,북구,광주광역시 북구  양산택지로 89
926,광주수완점,광주광역시,광산구,"광주광역시 광산구  장신로 62, 1층 104호"
927,광주송정점,경기도,광주시,경기도 광주시 송정동 110-8번지
928,광주송정도산점,광주광역시,광산구,광주광역시 광산구 남동길 48번길 53
929,광주상무점,광주광역시,서구,광주광역시 서구  치평동 1168
930,광주봉선점,광주광역시,남구,광주광역시 남구 봉선동 1011-6번지
931,광주백운점,광주광역시,남구,"광주광역시 남구 백운로 29, 1층"
932,광주문흥점,광주광역시,북구,"광주광역시 북구 천지인로 173번길 22, A-102(문흥동,광명상가)"
933,광주두암점,광주광역시,북구,"광주광역시 북구  삼정로 71, 104호"
934,광주동천동림점,광주광역시,서구,광주광역시 서구  동천로 10번길 12-2
935,광주금호점,광주광역시,서구,광주광역시 서구  금부로번길 9
936,광주구시청점,광주광역시,동구,광주광역시 동구  백서로 125번길 28-1
937,광장점,서울특별시,광진구,서울특별시 광진구  아차산로 70길 75 광장현대아파트
938,광양중마점,전라남도,광양시,"전라남도 광양시  공영로 10,,상가동 102호(중동,금광1차아파트)"
939,광양광영점,전라남도,광양시,전라남도 광양시  광영로 83
940,"광안2,4동점",부산광역시,수영구,부산광역시 수영구 광안동 168-7번지
941,"광명3,4동점",경기도,광명시,경기도 광명시 광명동 158-321
942,광교1호점,경기도,용인시,"경기도 용인시 수지구  광교중앙로 315, 광교티타워102호"
943,관교구월2호점,인천광역시,남동구,인천광역시 남동구  문화서로28번길 8
944,과천1호점,경기도,과천시,"경기도 과천시  별양로 12, 레미안슈르A상가 1011호"
945,공주중동점,충청남도,공주시,"충청남도 공주시  가구점길3, 1층"
946,공주신관점,충청남도,공주시,"충청남도 공주시  흑수골길 48, 1층"
947,공릉2동점,서울특별시,노원구,"서울특별시 노원구  노원로 62, 101호"
948,"공릉1,3동점",서울특별시,노원구,서울특별시 노원구 공릉동 573-20
949,공도2호점,경기도,안성시,경기도 안성시 공도읍 만정리 814-1
950,곤지암점,경기도,광주시,경기도 광주시 곤지암읍 평촌길 60
951,곡성점,전라남도,곡성군,전라남도 곡성군 곡성읍 읍내리 250-8
952,곡반정점,경기도,수원시,경기도 수원시 권선구 곡반정동 563-7번지 101호
953,고흥읍점,전라남도,고흥군,전라남도 고흥군 고흥읍 봉황길 32-1
954,고흥녹동점,전라남도,고흥군,전라남도 고흥군 도양읍 녹동남촌1길 24-1
955,고한사북점,강원도,정선군,강원도 정선군 사북읍 중앙로 68번지
956,고척2동점,서울특별시,구로구,서울특별시 구로구  고척로 180
957,고창점,전라북도,고창군,전라북도 고창군 고창읍 월곡공원1길 18
958,고양화정2동점,경기도,고양시,경기도 고양시 덕양구 성신로 10 101(화정동)
959,고양화정1동점,경기도,고양시,경기도 고양시 덕양구 화정동 923-11번지
960,고양성사점,경기도,고양시,경기도 고양시 덕양구  호국로 790번길 42-4
961,"고덕1,2동점",서울특별시,강동구,서울특별시 강동구  상일로 161
962,계룡점,충청남도,계룡시,충청남도 계룡시  금암로 155-11
963,경주황성금장점,경상북도,경주시,경상북도 경주시  용담로116번길 7
964,경주보문점,경상북도,경주시,"경상북도 경주시  보문로 402-31,106호"
965,경주동천용강점,경상북도,경주시,경상북도 경주시  동천로 63
966,경산하양점,경상북도,경산시,경상북도 경산시 하양읍 하양역길 18
967,경산진량점,경상북도,경산시,경상북도 경산시 진량읍 낙산길 22-1
968,경산옥산정평점,경상북도,경산시,경상북도 경산시  강변서로 51길 22
969,경북청송점,경상북도,청송군,경상북도 청송군 청송읍 중앙로 236
970,경북청도점,경상북도,청도군,경상북도 청도군 청도읍 고수리 152-27
971,경북의성점,경상북도,의성군,경상북도 의성군 의성읍 중앙길 59
972,경북울진점,경상북도,울진군,경상북도 울진군 울진읍 울진중앙로 186-4
973,경북영주점,경상북도,영주시,경상북도 영주시 하망동 549-5번지
974,경북성주점,경상북도,성주군,경상북도 성주군 성주읍 성주순환로162
975,경북석적점,경상북도,칠곡군,경상북도 칠곡군 석적읍 석적로 954
976,경북상주점,경상북도,상주시,경상북도 상주시  남성3길 31
977,경북봉화점,경상북도,봉화군,"경상북도 봉화군 봉화읍 신시장1길 4, 105호"
978,경북문경점,경상북도,문경시,경상북도 문경시  반쟁이3길9
979,경복궁점,서울특별시,종로구,"서울특별시 종로구 사직로 사직로 114, 101호"
980,경남합천점,경상남도,합천군,경상남도 합천군 합천읍 합천리 충효로 4길 10
981,경남함양점,경상남도,함양군,경상남도 함양군 교산길 2
982,경남하동점,경상남도,하동군,경상남도 하동군 하동읍 경서대로 106
983,경남사천점,경상남도,사천시,경상남도 사천시 사천읍 사주리 90-15
984,경남밀양점,경상남도,밀양시,경상남도 밀양시  밀양대로 1770-1 (삼문동)
985,경남남해점,경상남도,남해군,경상남도 남해군 남해읍 화전로 78번길 11
986,경남고성점,경상남도,고성군,경상남도 고성군 고성읍 중앙로 15번길 8
987,경기용문점,경기도,양평군,경기도 양평군 용문면 용문역길1-1
988,경기고양점,경기도,고양시,경기도 고양시 덕양구  읍내로 83-7
989,검암지구점,인천광역시,서구,인천광역시 서구   승학로 587
990,거창점,경상남도,거창군,"경상남도 거창군 거창읍 공수들7길 20, 1층"
991,거제중곡점,경상남도,거제시,"경상남도 거제시  해명로4길 8, 엘리유리안2차 아파트 상가 106호"
992,거제장평점,경상남도,거제시,경상남도 거제시  장평동 1198-2
993,거제장승포점,경상남도,거제시,"경상남도 거제시  능포로4길 5, 107호"
994,거제옥포점,경상남도,거제시,경상남도 거제시  옥포중앙로 87-1
995,거제연초점,경상남도,거제시,경상남도 거제시  거제북로 48
996,거제아주점,경상남도,거제시,경상남도 거제시  아주1로 112
997,거제상문점,경상남도,거제시,경상남도 거제시 문동동 578-13번지
998,거제사등점,경상남도,거제시,경상남도 거제시 거제면 두동로 44
999,거제고현점,경상남도,거제시,경상남도 거제시  거제중앙로5길 28 -1
1000,거여2동점,서울특별시,송파구,서울특별시 송파구 거여동 35번지 1층
1001,거모점,경기도,시흥시,경기도 시흥시 도일로 143(거모동)
1002,개포4동점,서울특별시,강남구,"서울특별시 강남구  개포로 20길 32, 1층"
1003,개포2동점,서울특별시,강남구,"서울특별시 강남구   선릉로12길 5, 102-나호"
1004,개봉1동점,서울특별시,구로구,서울특별시 구로구  고척로21길 17-1
1005,"개금1,2동점",부산광역시,부산진구,부산광역시 부산진구  엄광로 52-1
1006,강화점,인천광역시,강화군,인천광역시 강화군 강화읍 강화대로 199
1007,강저지구점,충청북도,제천시,충청북도 제천시 영천동 2209
1008,강원횡성점,강원도,횡성군,강원도 횡성군 횡성읍 북천리115-52
1009,강원장평점,강원도,평창군,"강원도 평창군 용평면 금송1길 49, 1층"
1010,강릉홍제내곡점,강원도,강릉시,강원도 강릉시  남산초교길 12번길 16
1011,강릉포남점,강원도,강릉시,강원도 강릉시  강릉대로 457번길 25
1012,강릉택지점,강원도,강릉시,"강원도 강릉시   원대로 128번길, 107호"
1013,강릉유천점,강원도,강릉시,"강원도 강릉시  선수촌로79-1, 101호(홍제동)"
1014,강릉성덕점,강원도,강릉시,강원도 강릉시 입암동 498-12
1015,강남세곡점,서울특별시,강남구,"서울특별시 강남구  밤고개로 227, 지상1층 105호,106호"
1016,감정점,경기도,김포시,"경기도 김포시  북변1로 36, 106호"
1017,갈현2동점,서울특별시,은평구,서울특별시 은평구 갈현2동 506-33번지
1018,갈매점,경기도,구리시,"경기도 구리시 갈매순환로204 8-52, 101호 전면 왼쪽상가"
1019,갈말점,강원도,철원군,강원도 철원군 갈말읍 명성로139번길 13-22
1020,간성점,강원도,고성군,강원도 고성군 간성읍 간성로 67
1021,간석점,인천광역시,남동구,인천광역시  남동구   예술로 278
1022,가평점,경기도,가평군,경기도 가평군 가평읍 오리나무길 41-15
1023,가좌1호점,인천광역시,서구,인천광역시 서구 가좌동 7번지
1024,가정점,인천광역시,서구,"인천광역시 서구  염곡로498번안길 11-1, 1층 일부"
1025,가양점,서울특별시,강서구,서울특별시 강서구 가양동 1479-3번지 1층 104호
1026,가산점,서울특별시,금천구,서울특별시 금천구 가산동 151-25
1027,가락본동점,서울특별시,송파구,서울특별시 송파구  송파대로30길 41-34
1028,가곡수동점,경기도,남양주시,경기도 남양주시 수동면 비룡로 716
1029,[폐]경북성주점, ,,
